tconst,director_name,writer_name
tt0118484,"Stuart Silver,Anthony Morina,Roger Inman,Dennis Steinmetz,Ian Toporoff,Rick Bennewitz,Gary Tomlin,Phideaux Xavier,Phyllis Guarnaccia,Scott Riggs,Grant A. Johnson,Rae Kraus,Peter Brinkerhoff,Andrew Lee,Carla Mangia Sherwood","Josh Talbot,Josh Griffith,Robert Guza Jr.,Charles Pratt Jr.,Rick Draughon,Christopher Dunn,Michelle Poteet Lisanti,Lisa Seidman,Elizabeth Snyder,M.M. Shelly Moore,Linda Schreyer,Meg Bennett,Mick Curran,Christopher Whitesell,Deborah Zoe Dawson,Paula Cwikly,Margaret DePriest,Jane Atkins,Bruce Franklin Singer,Kathryn Baker,Beth Milstein,Anne Schoettle,Sandy Segal,Dana Herko,Sandy Siegel,Robert Zimmer Jr.,Janet Iacobuzio,Jodie Scholz,James E. Reilly,Richard Culliton,Ryan Carrassi,J. Robert Langston"
tt0118745,Siu-Hung Leung,Keith W. Strandberg
tt0118819,Pedro Almodóvar,"Pedro Almodóvar,Jorge Guerricaechevarría,Ray Loriga,Ruth Rendell"
tt0119051,Lee Tamahori,David Mamet
tt0119116,Luc Besson,"Luc Besson,Robert Mark Kamen"
tt0119157,Rolf Losansky,"Christa Kozik,Rolf Losansky"
tt0119210,Jeb Stuart,Jeb Stuart
tt0119580,Larry Peerce,"Stephen Witkin,Lindsay Harrison"
tt0119796,Mary Lambert,Ron Cutler
tt0120374,Hermine Huntgeburth,"Horst Johann Sczerba,Volker Einrauch,Hermine Huntgeburth"
tt0120495,Terence H. Winkless,"Dylan Kelsey Hadley,Ellen Raskin"
tt0120865,Paul Quinn,Paul Quinn
tt0121164,"Tim Burton,Mike Johnson","Tim Burton,Carlos Grangel,John August,Caroline Thompson,Pamela Pettler"
tt0121631,Leopoldo Torres Ríos,"Leopoldo Torre Nilsson,Ricardo Lorenzo,Leopoldo Torres Ríos"
tt0122439,Thomas Bahmann,"Thomas Bahmann,Hans Turner"
tt0123215,Michael Winner,"Michael Winner,Nick Mead"
tt0124102,John Pieplow,Dee Snider
tt0124111,Bahrudin 'Bato' Cengic,"Bahrudin 'Bato' Cengic,Branko Vucicevic"
tt0124809,Joseph McGrath,"Jack Hobbs,Joseph McGrath,Rod McLaren,Eric Morecambe,Ernie Wise"
tt0126960,Mircea Muresan,Petre Salcudeanu
tt0127370,"Danny Leiner,George Verschoor,Arthur Borman,Gary Auerbach,James Jones","Howard Kremer,James Jones,Brad 'Chip' Pope,Ben Kull,Jennifer MacLean,Michael Panes"
tt0127559,Kim Finn,Kim Finn
tt0127591,Kim Finn,Kim Finn
tt0128591,Lynn Hamrick,"Patrick Braoudé,Gordon Cassidy"
tt0128715,Rik Tazíner,Rik Tazíner
tt0129893,Olivier Dahan,"Olivier Dahan,Olivier Massart"
tt0130188,Iosif Kheifits,"Anton Chekhov,Iosif Kheifits"
tt0135011,Laurent Boutonnat,Laurent Boutonnat
tt0136748,Clóvis Vieira,"Aloisio Castro,José 'Zezo' Feliciano,Robin Geld,Clóvis Vieira"
tt0138277,"Jacques Lagôa,João Alcântara,Lizânias Azevedo,Walter Avancini,Ajax Camacho","Walcyr Carrasco,José Carvalho,Agripa Vasconcelos"
tt0138959,"Jorge Montesi,Bill Corcoran,Stephen Reizes,Scott Smith,Jason Furukawa,T.W. Peacocke,John Pozer,Alan Simmonds,Stephen Williams,Scott Summersgill,Michael DeCarlo,Anthony Atkins,Giles Walker,Anne Wheeler,Richard Leiterman,E. Jane Thompson,Peter Mitchell,Stacey Stewart Curtis,Julie Stewart,Penelope Buitenhuis,John L'Ecuyer,Robert Lee,Rod Pridy,Paul Fox,Gary Harvey","Carla Kettner,Matt MacLeod,Julia Keatley,Philip Keatley,James Phillips,Peter Mitchell,Shelley Eriksen,Laurie Finstad-Knizhnik,Derek Schreyer,Graham Clegg,Ian Weir,Marlene Matthews,Avrum Jacobson,Andrew Rai Berzins,Bob Carney,David Cole,Daegan Fryklind,Laurie Pearson,Dave Aitken,Dennis Foon,Robert Forsyth,Hart Hanson,John Hunter,Nobu Adilman,Susin Nielsen,Kelly Bernhardt,William Flaherty"
tt0139165,Ernst Marischka,Ernst Marischka
tt0140337,Jean-Marc Vallée,Claudia Santorelli
tt0140587,Kevin DiNovis,Kevin DiNovis
tt0141366,Rik Tazíner,Rik Tazíner
tt0141842,"Peter Bogdanovich,Steve Shill,John Patterson,Nick Gomez,James Hayman,Lorraine Senna,Daniel Attias,Danny Leiner,Lee Tamahori,Timothy Van Patten,Martin Bruestle,Andy Wolk,Allen Coulter,Alan Taylor,Mike Figgis,Rodrigo García,Henry Bronchtein,Jack Bender,Matthew Penn,Steve Buscemi,David Nutter,Terence Winter,David Chase,Phil Abraham","Mitchell Burgess,Robin Green,David Chase,Terence Winter,Matthew Weiner,Frank Renzulli,Michael Imperioli,Todd A. Kessler,Diane Frolov,Andrew Schneider,Jason Cahill,Lawrence Konner,Joe Bosso,James Manos Jr.,Mark Saraceni,Salvatore Stabile,Timothy Van Patten,David Flebotte,Maria Laurino,Nick Santora,Michael Caleo,Toni Kalem"
tt0143051,"Jacques Lagôa,Lizânias Azevedo,Walter Avancini,Ivan Zettel,Felipe Tenreiro,Luís Antônio Pilar","Gregório Bacic,Calixto de Inhamuns,Tairone Feitosa,Clóvis Levy,Menoti del Picchia,Douglas Salgado,Zeno Wilde,Yoya Wursch"
tt0144315,Fred Olen Ray,"Sean O'Bannon,Peter Miller"
tt0144724,"Ajax Camacho,Luís Antônio Pilar,Ricardo Waddington,Pedro Vasconcelos,Luiz Felipe Sá,Edson Spinello,Wolf Maya,Carlos Magalhães,Flávio Colatrello Jr.,Reynaldo Boury,Cláudio Boeckel,Gonzaga Blota,Natália Grimberg,Rafael Miranda,Roberto Vaz,Roberto Talma,Marcos Paulo,Paola Pol Balloussier,Tande Bressane,Marco Rodrigo,Mariana Richard,Felipe Louzada,Adriano Melo,Paulo Silvestrini,Alexandre Macedo,Caetano Caruso,Carlo Milani,Bruno Martins,João Boltshauser,Leonardo Nogueira,João Paulo Jabur,Vinicius Coimbra,Dennis Carvalho,Noa Bressane,Cristiano Marques,Luiz Henrique Rios,Mário Márcio Bandarra,José Alvarenga Jr.,Marcus Figueiredo","Emanuel Jacobina,Andréa Maltarolli,Rodrigo Salomão,Glória Barreto,Paulo Halm,Diego Miranda,Natália Sambrini,Rosane Svartman,Juliana Lins,Fabrício Santiago,Cláudia Sardinha,Márcio Wilson,Laura Rissin,Patrícia Moretzsohn,Ana Maria Moretzsohn,Ricardo Tiezzi,Gabriela Amaral,Andrea Rebelo,Giovana Moraes,Charles Peixoto,Jaqueline Vargas,Vitor Brandt,Cao Hamburger,Bruno Lima Penido,Luciana Pessanha,Mário Viana,Carolina Ziskind,Cristiane Dantas,Dino Cantelli,Zé Dassilva,Bruna Paixão,Juliana Peres,Lucio Manfredi,Guilherme Vasconcelos,Vinícius Vianna,Ingrid Zavarezzi,Claudio Lobato,Priscila Steinman,Carolina Massote,Cláudio Lisboa,Alessandra Poggi,Carolina Mata,Ricardo Linhares,Márcia Prates,Paula Amaral,João Brandão,Izabel de Oliveira,Sérgio Goldenberg,Flávia Lins e Silva,Mariana Mesquita,Ricardo Hofstetter,Chico Soares,Flávia Bessone,Cristianne Fridman,Miguel Paiva,Tiago Santiago,Ronaldo Santos"
tt0144861,Enrique Carreras,"Ariel Cortazzo,Armando Moock"
tt0145400,Bob Rafelson,"Robert B. Parker,Raymond Chandler,Tom Stoppard"
tt0145529,David Giancola,David Giancola
tt0145681,Phillip Noyce,"Jeffery Deaver,Jeremy Iacone"
tt0146316,Simon West,"Sara B. Cooper,Mike Werb,Michael Colleary,Simon West,Patrick Massett,John Zinman"
tt0146386,"Robert Kenner,John Rubin,Jonathan Grupper,Evy Barry,Ron Bowman,Nick Broomfield,Simon V. Kurian,Chris Sondreal,Peter Schnall,Adam Stepan,Marc Hoeferlin,Jean-Paul Janssen,Jon Else,Tria Thalman,Steven Hoggard,Paul Atkins,Pamela Caragol Wells,D.J. Roller,Jackie Mow,Tristram Miall,Elli Dutcher,Nick Stringer,Peter Yost,Tom Jennings,Paul Raimondi,Bob Landis,Michael Davie,Wynette Yao,Juan Reina,Jeff B. Harmon,Geoffrey Luck,Barney Broomfield,Kevin McCarey,Leslie Schwerin,Tucker Bowen,Paul Vander-Molen,J.J. Kelley,Jonathan Gruber,Allan Myers,Tony Gerber,Andrew Pike,Adrian Brenard,Kirk Wolfinger,Gregory Reading,Ian Denyer,Robert H. Gardner,Sean Fine,William Livingston,Mark Mannucci,Dave Linstrom,Anna Fitch,Micah Fink,William Martens,David Elisco,Ray Telles,Hank Nelson,Bonni Cohen,Gavan Daws,William Canning,Simon Boyce,James Lipscomb,Philip Day,Justin Milne,Jonathan Halperin,Jeanine Isabel Butler,John Mernit,David Hughes,Patrick Prentice,James Donald,Chris Lethbridge,Bruno Cusa,Bob Carmichael,John B. Bredar,Gareth Harvey,Jeff Morales,David Shadrack Smith,Ayse Toprak,Dana Kemp,Cara Biega,David Meyer,Max Salomon,Brian Breger,Eric Taylor,Eitan Weinreich,Peter Getzels,Todd Wendel,Thomas Lucas,Carsten Oblaender,Noel Dockstader,Kevin A. Peer,Lisa Kors,Beth Tanenhaus Winsten,Sue Houghton,Mark Stouffer,Marc Shaffer,Charles Patey,Lisa Quijano Wolfinger,Dennis Kibby","Tom Jennings,John Rubin,Anna Auster,James Barrat,Toby Beach,Jennifer Beman,Peter Bergen,Jaime Bernanke,Tucker Bowen,Ron Bowman,Simon Boyce,John B. Bredar,Brian Breger,Peter Bricca,Scott Bronstein,Jeanine Isabel Butler,Pamela Caragol Wells,Ann Carroll,Bonni Cohen,Kate Culpepper,Gavan Daws,Philip Day,Ian Denyer,Timothy Dilworth,Noel Dockstader,Michael Dolan,Nancy Donnelly,Elli Dutcher,David Elisco,Ed Fields,Micah Fink,Mark Finkelpearl,Anna Fitch,Gail Flannigan,Rodney Fox,Paul Gasek,Tony Gerber,Eleanor Grant,Jonathan Gruber,Jonathan Grupper,Jonathan Halperin,David Hamlin,John Haptas,Gareth Harvey,Ann Hayward,Steven Hoggard,French Horwitz,Sue Houghton,Carol Hughes,Noel Izon,Quinn Kanaly,David Keaton,Dana Kemp,Dennis Kibby,Gary Kinder,Kage Kleiner,Martin Koughan,Kris Kral,Bob Landis,Nancy LeBrun,Jody Lenkoski,Lisa Ling,James Lipscomb,Robert J. Loader,Tony Long,Thomas Lucas,Geoffrey Luck,C.J. Malley,Mark Mannucci,William Martens,Kevin McCarey,Jack McDonald,John Mernit,Tristram Miall,Hugh Miles,Charley Miller,Justin Milne,Andy Mitchell,Jackie Mow,Hank Nelson,Clare Nolan,Carsten Oblaender,Gary Parker,Andrew Paterson,Robert Pawloski,Kathleen Phelan,Aidan Pickering,Andrew Pike,Charles Poe,Patrick Prentice,Hank Putnam,Jeanne Rawlings,Carrie Regan,Donavan Reiff,John Rember,Audrey Salkeld,Max Salomon,Jim Schaal,Jody Schiliro,Leslie Schwerin,Gary Scurka,Marc Shaffer,Jeff Shear,David Shadrack Smith,Chris Sondreal,Paul Spillenger,Dixon Steele,Eric Strauss,Nick Stringer,Jorge Luis Sucksdorf,Steven R. Talley,Holly Taylor,Ray Telles,Tria Thalman,J.R.R. Tolkien,Alan Tomlinson,Mamta Trivedi,Alex Verville,Michael Watchulonis,Eitan Weinreich,Michael Welsh,Mike Welsh,Todd Wendel,Kevin Whelan,Jonathan Wickham,Michael Winship,Beth Tanenhaus Winsten,Kim Woodard,Peter Yost,Robert Zakin"
tt0150167,Mark Pirro,Mark Pirro
tt0151051,Alexa Visarion,"Ion Luca Caragiale,Alexa Visarion"
tt0152241,Adrian Petringenaru,"Adrian Petringenaru,Eugen Uricaru"
tt0154100,Noam Gonick,Noam Gonick
tt0157218,Alan Tarrant,"Barry Cryer,Dave Freeman,Lew Schwarz,Dick Vosburgh"
tt0157336,Savel Stiopul,Tudor Popescu
tt0159881,"Clay Jacobsen,Kevin McCarthy,Dick Schneider","Merv Griffin,Mark Gaberman,Debbie Griffin,Harry Friedman,Jim Rhine,Robert McClenaghan,John Duarte,Michele Loud,Billy Wisse,Steve Tamerius,Matt Caruso,Bob Boden,Ryan Hopak,Gary Johnson,Matt Johnson,Carol Campbell,Jules Minton,Carlo Panno,Suzanne Jack,Ruth Deutsch,Harry Eisenberg,Kim Gruenenfelder,Barbara Heller,Michelle Johnson,Gary Lee,Andrew Price,Stephanie Spadaccini,Sean Wright,Steven Dorfman,Kathy Easterling,Jeff Pierson,Michele Silverman,Julieann Davis,Suzanne Stone,Victoria Haselton,Frederik Pohl IV"
tt0162735,Nicholas Meyer,"Richard Gambino,Timothy Prager"
tt0163447,Hermann Kugelstadt,Fritz Eckhardt
tt0163452,Ferrão Katzenstein,António Torrado
tt0164295,"Bill Hays,Malcolm Taylor,Peter Moffatt,James Ormerod,John Sichel,Don Leaver,John Scholz-Conway,John Cooper,Ian Fordyce,Alan Gibson,Robert Tronson,Dennis Vance,Peter Jefferies,Robert D. Cardona,Shaun O'Riordan","Brian Clemens,Terence Feely,Dennis Spooner,Luanshya Greer,Terry Nation"
tt0164640,Fernando Merinero,Fernando Merinero
tt0165001,"Nora Gerard,Ken Sable","Justin DiLauro,Thomas A. Harris,Craig Wilson,Conor Knighton,Charles Kuralt,Mel Lavine,Robert Northshield,Tom Harris,Steve Hartman,Lauren Barnello,Joseph L. Frandino,Ed Givnish,Remington Korper,George Pozderec,David Saltman"
tt0165214,Robert Warmflash,Norbert Albertson Jr.
tt0165446,Jean-Pierre Mocky,"Jacques Bacelon,Jean-Pierre Mocky,Alain Moury,Dominique Noguez"
tt0165713,Jason Kittelberger,"Jason Kittelberger,Donna Strader"
tt0166700,Adolfo Best-Maugard,"Adolfo Best-Maugard,Miguel Ruiz Moncada"
tt0167260,Peter Jackson,"J.R.R. Tolkien,Fran Walsh,Philippa Boyens,Peter Jackson"
tt0168172,Kevin Alyn Elders,"Moshe Diamant,Rudy Cohen,Andrew Miller,Andrew Lowery"
tt0169406,Otakar Vávra,"Frantisek Hrubín,Otakar Vávra"
tt0169504,"Joël Santoni,Alexandre Pidoux,Nicolas Herdt,Miguel Courtois","Laurent Vachaud,Pascale Breugnot,Joël Santoni,Alain Layrac,Ève Deboise,Joëlle Miquel,Danièle Thompson,Jérôme Le Mest,Dominique Deviosse-Nayrole,Jean-Carol Larrivé,Corinne Atlas,Laurent Mondy,Dominique Golfier,Nathalie Hugon,Sylvie Dervin,Olivier Dutaillis,Pierre Leyssieux,Othman Mahfoud,Marie-Luce David,Serge Lascar,Philippe Setbon,Xavier Douin,Christel Gonnard,David Pharao,Jean-Louis Tribes,Philippe Le Dem,Charlene Galan,Frédéric Garcia"
tt0171491,Fadil Hadzic,Fadil Hadzic
tt0172057,"Thierry Petit,Eric Summer,Vincent Monnet,Alain Choquart,Pascale Dallet,Frédéric Demont,Laurent Lévy,Denis Thybaud,Olivier Guignard,François Azria,Gilles Maillard,Alain Kitino,William Gotesman,Christophe Salachas,Franck Buchter,Jon Carnoy,Christian Vandelet,Michel Hassan,Philippe Roussel,Jean-Marc Thérin,Lin Dao,Jérôme-Cecil Auffret,Sylvie Ayme,Bruno Bouvier,Bernard Dubois,Adeline Darraux,Alain Smitti,Hervé Renoh,Franck Bonty,Luc Chalifour,Bénédicte Delmas,Antoine Lassaigne,Pascal Heylbroeck,Yann Michel,Vincent Garenq,Arnauld Mercadier,Bruno Garcia,Bruno Gantillon","Sylvie Coquart,James Adner,François Aramburu,Cristina Arellano,Sylvie Bailly,Patrick Bancarel,Jessica Bendinger,Blats,Adeline Blondieau,Jean Bobby,Elisabeth Bost,Grégory Boutboul,Pascal Breton,Olivier Brémond,Clémentine Champollion,Eugénie Dard,Patrice Dard,Laure Dawa-Longin,Lorène Delannoy,Patrick Delmas,Soline Delmas,Christophe Duchatelet,Jean-Christophe Establet,Tom Fauveau,Malika Ferdjoukh,Pascal Fontanille,Catherine Foussadier,Jeffrey Frohner,Pierre Geller,Claire Gilles,Simone Girard,Barbara Grinberg,Céline Guyot,Martin Guyot,Dodine Herry,Philippe Isard,Bernard Jeanjean,Nathalie Jeanselle,Alexandra Julhiet,Géraldine Keiflin,Stéphane Keller,Jeanne Lassalle,Thierry Lassalle,Brigitte Leclef,Martine Legrand,Fabienne Lesieur,Maryse León García,Fred Louf,Philippe Machu,Jean-Philippe Marier,Olivier Marvaud,Nicolas Mercier,Pascale Mémery,Michaël Océan,Olive Otin,Stéphane Palay,Benedicte Popper,Pierre-Yves Pruvost,Brice-Pascal Renault,Bernard Renucci,Roman Rey,Kaddour Riad,Elizabeth Rio,Agathe Robilliard,Régine Sabre,Daniel Salmon,Emmanuel Schaeffer,Béatrice Shalit,Eric Summer,Olga Tossecqk,Patrick Tringale,Nathalie Vailloud,Elsa Valensi,Sébastien Viaud,Jerôme Vignac,Caroline de Kergariou"
tt0173158,Aurel Miheles,Alexandru Mitru
tt0173588,"Didier Delaître,Bernard Dubois,Hervé Renoh,Hugues de Laugardière,Laurence Katrian","Annabelle Perrichon,François-Emmanuel Porché,Claude Scasso"
tt0173602,Jean-Pierre Mocky,"Jean-Pierre Mocky,Michel Grisolia,André Ruellan"
tt0173904,Benoît Lamy,"Benoît Lamy,Rudolph Pauli"
tt0173957,Frederic Golchan,"Frederic Golchan,Guy de Maupassant"
tt0176234,Werner Molinsky,Werner Molinsky
tt0179009,Willy van Hemert,"Willy van Hemert,Anne de Vries"
tt0180846,Jag Mundhra,"Greg Heffernan,Jag Mundhra"
tt0180869,Jane Kavcic,"Jane Kavcic,Ivan Ribic,France Stiglic"
tt0181984,Ben Younger,Ben Younger
tt0182306,Ken Berris,"Ken Berris,Steven Moses,Don Nigro"
tt0182408,"Graham Theakston,Simon Langton,Patrick Lau,Edward Bennett","Alan Whiting,Rob Heyland,Richard Carpenter,Matthew Hall,Baroness Emmuska Orczy"
tt0183076,"Ben Reding,Dominik Reding","Ben Reding,Dominik Reding"
tt0183341,Victor Lamp,"Ai-Wei Chen,William C.F. Lo"
tt0183696,Lance Lindsay,"John Gazarian,Lance Lindsay"
tt0183935,Fernando De Barros,"José Cañizares,Fernando De Barros,Thalma de Oliveira"
tt0184090,"David Distinti,George Tzimopoulos,Charlie Heinz,Jeff Kay,Av Westin,Eric Siegel,Ann Benjamin","Roone Arledge,Noah Kotch,Shepard Boucher,John Berman,Matt Nelko,Dave Bloch,Charles Gibson,Bob Haberl,Alice Maggin,Matt Negrin,Lisa Ferri,Karen Mooney,David Muir,David Schoetz"
tt0184334,Román Chalbaud,Román Chalbaud
tt0186210,Hugo del Carril,Hugo del Carril
tt0189307,"Arend Agthe,Renata Kaye,Wolf Armin Lange,Herwig Fischer,Jindrich Mann,Irina Popow,Dennis Jacobsen,Karl-Heinz Käfer,Andreas Morell,Klaus Hein Fischer,Daniel Acht,Max Winchester,Jens-Peter Behrend","Daniel Acht,Arend Agthe,Josef Becker,Götz Brandt,Thomas Brinx,Sybille Durian,Lissi Frank,Angelika Glitz,Sabine Keilich,Klaus Kordon,Anja Kömmerling,Alexandra Maxeiner,Helge May,Gudrun Mebs,Jens Maria Merz,Kathrin Nowak,Marion Rasche,Marcus Sauermann,Guido Schmelich,Almut Tina Schmidt,André Schmidt,Michael Schulden,Jens-Christian Seele,Tjong Khing Thé,David Ungureit,Ina Werner"
tt0192897,"Michael Samuels,Jonathan Dent,Diana Henry,Bex Palmer,Bruce Thompson,Howard Brenner,Phil Chilvers,Dominic Brigstocke,Jane Lush,Caius Julyan,Rory Stallibrass,Liz Hartford,Michael Muncer,Sue Mallinson,Mitchell Symons,Marc Butler,Liz Ekberg,Paul Wooding,James Gould,Tessa Gogol,Mandy Cooper,Alexandra Beazley,Shaun Williams,Stephen Neal,Jill Marshall,Keith Stewart,Tom Brook,Archie Baron,Willa King,Heather Goodman,John Marley,Alice Feinstein,David Robertson,Emma Pollock,Anne Freer,Tony Tyley,Lara Hannay,Martin L. Bell,David Council,Julian Smith,Chris Mohr,David F. Turnbull,Julian Smith,Ken Griffin,Jane Prowse,Andrew Mackenzie,David G. Croft,Jonathan Hacker,Tom Brisley,Candida Pryce-Jones,Jenny Abbott",Barry Norman
tt0193547,Zsombor Dyga,"Balázs Lovas,Clifford D. Simak"
tt0194754,"Allen Secher,Ted Kay",Douglas L. Lieberman
tt0195165,Steven E. de Souza,"Thomas B. Allen,Michael Lazarou,Steven E. de Souza"
tt0198190,"Sturla Gunnarsson,Paul Faint,Jeff Morales,Louise Ferguson,Patrick Reed,Francis Delfour,Teresa MacInnes,Jeff Turner,Sébastien Tétrault,Chelsea Turner,Wayne Chong,Elise Swerhone,Marcy Cuttler,Jeff Semple,Scott Dobson,Roberto Verdecchia,Sue Turner,Niobe Thompson,Bruce Mohun,Jari Osborne,Gwyn Williams,Glynis Whiting,Chris Goldade,Andrew Nisker,Mauricio Dias,Tina Verma,Hadley Obodiac,Erna Buffie,David Wells,Gabit Baimbetov,Michael Boland,Scott Harper,Mike Downie,Lynn Booth,Susan Fleming,Lisa Ellenwood,Annette Mangaard,Mike Slee,Jean-François Méan,Robin Bicknell,Mark Everest,Stuart Elliott,Ray Burley,Ian Lagarde,Annamaria Talas,Judith Pyke,Jackie Carlos,Yannick Rose,Christine Nielsen,Ari A. Cohen,Martin Williams,Liam O'Rinn,Kent Nason,Michael McNamara,Jerry Thompson,Paul Lang,Pavel Tarasov,Gisela Kaufmann,Emma Usmanova,Tulio Schargel,Mayke Wagner,Ben Finney,Daniel Zuckerbrot,Vicktor Zaibert,Len Gildey,Bryce Sage,Ian Kirby,Donna Zuckerbrot,Nadine E. Schwartz,Dominique Lecuivre,Caroline Bacle,Michael Kot,Ryszard Hunka,Connie Edwards,Mary Margaret Frymire,Ian Herring,Andrew Manske,Leora Eisen,Hugh Piper,Leif Kaldor,Maureen Palmer,Susan Turner,Italo Costa,Guilhem Rondot,Michael Wadding,Simon Schneider,Su Rynard,Andrew Gregg,Carlo Massarella,Geoff D'Eon,Caroline Underwood,Yanick Rose,Roderick Deogrades,Volker Barth,Michael Allder,Mark Starowicz,Caitlin Starowicz,Haley Smith,Wendy Trueman,Christine McLean,Heinz Leger","Niobe Thompson,Roberto Verdecchia,Erna Buffie,Jeff Turner,Liam O'Rinn,Ari A. Cohen,Leora Eisen,Scott Harper,Tina Verma,Daniel Zuckerbrot,Michael McNamara,Jerry Thompson,Mike Downie,David Wells,Dugald Maudsley,Bryce Sage,Jackie Carlos,Ryszard Hunka,Geoff D'Eon,Allen Booth,Helen Slinger,Susan Fleming,Judith Pyke,Christine Nielsen,Lesley Evans Ogden,Caroline Underwood,Leonard Gilday,Julian Zuckerbrot,Janine Benyus,Sonya Pemberton,Fiona McHugh,Gisela Kaufmann,Rodrigo Astiz,Mauricio Dias,Didier Dutheil,Dominique Lecuivre,Tulio Schargel,Christopher Hume,Louise Lemelin,Glynis Whiting,Tom Radford,Wayne Chong,Bob Culbert,Marcy Cuttler,Scott Dobson,Charlotte Engel,Ian Gill,Bruce Mohun,Charlotte Odele,Lisa Ellenwood,Teresa MacInnes,Wendy MacKeigan,Annette Mangaard,Mary Munson,Kent Nason,Jon Povill,Mike Slee,Bruno Bucher,Andrew Gregg,Sturla Gunnarsson,Donna Zuckerbrot,Caroline Bacle,Roch Brunette,Maija Leivo,David Largman Murray,Maureen Palmer,Michael Wadding,Siobhan Flanagan,Michael Guilbault,Doug Hamilton,Sasha Hartmann,Mark Henderson,Christian McCuaig,Mitch McGoey,Justin Morris,Andrew Nisker,Sara Prieur,Patrick Reed,Adrienne Smith,Gwyn Williams,Monika Delmos,Meredith Hambrock,Simon Nasht,Ruth Roberts,Annamaria Talas,Allen J. Abel,Cheryl Alexander,Mary Margaret Frymire,Leif Kaldor,Linda Laughlin,Leslea Mair,Carlo Massarella,Christine McLean,Erin Oakes,Catharine Parke,Tom Ranson,Caitlin Starowicz,Mark Starowicz,Sophie Tessier,Laurel Toews,Christine Yoon,Michael Allder,Sally Blake,Aaron Floresco,Gail Gallant,David Gullason,Su Rynard,Simon Schneider,Allen Bailey,Amanda McConnell,Eileen Thalenberg"
tt0198284,Cameron Thor,Thomas M. Kostigen
tt0199248,"Fred Peabody,Tom Jennings,Scott Paddor,Robert Kirk,Jenny Kubo,Andy Papadopoulos,Colin Barratt,Rod Pyle,Sean Dash,Susan Smiley,Chris Benjamin,Dylan Robertson,Laura Casey,Laura Verklan,Jennifer Anderson,Tod Mesirow,Robert M. Wise,Jenny Ewig,Darryl Rehr,Savas Georgalis,Jeff Conroy,Brian Cavallaro,Taylor Downing,Yann Debonne,Martin O'Collins,Becky Smith,Geoffrey Madeja,Chris Harty,Scott Michnick,Wayne Grajeda,Rob Lihani,Steve Durgin,Anthony Lacques,Donna E. Lusitana,Jim Lindsay,Paul Nelson,Howard Dratch,David de Vries,John Logsdon,Jeff Scheftel,Jon Woods,Andrew Thomas,Bill Ferehawk","Fred Peabody,Douglas Varchol,Tom Jennings,Timothy Dilworth,Tony Long,Jorge Luis Sucksdorf,Steven R. Talley,Bruce Nash,Matthew P. Hickey,Luke Ellis,Beata Ziel,Anthony Lacques,Andrew Thomas,W. Scott Goldie,Henry Schipper,Robert E. Ziel,Jeff Scheftel,Kaylan Eggert,Noah Morowitz,Nancy Oey,LaMonte Westmoreland,Sean Dash,Ron Nelson,Jim Cirigliano,Kristina Djokic,Michael B. Christy,Jim Hense,Bob Petrella,Lee Schneider,Emily Lau,Jared Cook,Melissa Fuller,Todd Moss,Yann Debonne,Robert Beemer,Martin Kent,Mary Wallace,Holly O'Brien,Mark Mohr,Kathryn Christy,Adrian Maher,Phil Kruener,Savas Georgalis,Jeff Mercer,Terry Fitzpatrick,Alison Trinkl,Chris Mortensen,Chuck Hayes,Craig Constantine,Jeff Conroy,Shelley Ann Lawrence,Corrie Kaufman,Tom Yaroschuk,Larayne Decoeur,Aaron Kass,Andy Papadopoulos,Rod Pyle,Cindy Robinson,Gloria Morris,Jennifer Anderson,Phyllis Cannon,Lou DeCosta,Lauren Levine,Suzanne Mustacich,Allison Grodner,Donald Sellers,Robert Kirk,Rob Lihani,Ellen Mulligan,Becky Smith,Gary Tarpinian,Ann Toler,Deborah Blum,Josh Hanig,J.V. Martin,Dean Vallas,Lisa Bourgoujian,Silvia Gambardella,Barry D. Hill,David Massar,Mike Mathis,Pam Moore,Jude Gerard Prest,Christof Ritter,Cynthia Crompton,Howard Dratch,Jon Crowley,Martin Gillam,Colin Barratt,Douglas Cohen,Jerry Decker,Taylor Downing,Lee Fulkerson,Hildie Katibah,Jeff Martin,Gretchen Morning,Scott Paddor,Darryl Rehr,Mark Rowland,Susan Smiley,Rob Stone,Paul Amirault,Joanne Fish,Michael Hacker,Jon Jefferson,Laura Sobel,Greg DeHart,Richard Jones,Gloria Morris,Steve Durgin,Lawrence Givens,John Griffin,Lee Robinson,Nathan Antila,Jenny Kubo,Wynette Yao,Laura Casey,Annabelle Hester,Scott Michnick,Kent Kitzman,Bill Ferehawk,Dylan Robertson"
